rank_test_score,mean_test_score,param_adaboost__n_estimators,mean_fit_time,mean_score_time,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
1,0.4576618913184521,10,16.06063814163208,0.5457610607147216,0.4564870504480177,0.45770572866436376,0.4582142418769398,0.45852987076750423,0.4573725648354346
1,0.4576618913184521,100,157.64381828308106,3.1808888912200928,0.4564870504480177,0.45770572866436376,0.4582142418769398,0.45852987076750423,0.4573725648354346
1,0.4576618913184521,250,393.93867363929746,8.000609922409058,0.4564870504480177,0.45770572866436376,0.4582142418769398,0.45852987076750423,0.4573725648354346
1,0.4576618913184521,500,791.3021710395813,15.920726013183593,0.4564870504480177,0.45770572866436376,0.4582142418769398,0.45852987076750423,0.4573725648354346
1,0.4576618913184521,750,1215.4644127845763,25.44290542602539,0.4564870504480177,0.45770572866436376,0.4582142418769398,0.45852987076750423,0.4573725648354346
1,0.4576618913184521,1000,1829.5447631835937,33.938954973220824,0.4564870504480177,0.45770572866436376,0.4582142418769398,0.45852987076750423,0.4573725648354346
